,review title,job title,job location,date,description,pros,cons
636,Lowest pay in mining industry,technician,WA,"November 15, 2012","Thought the company culture is good, after joining and realized that some of the leader are selfish and racist. And some of the department have 3-4 people working and just mark around all the day.","lots of training, fifo earns frequent flyer points...","top lowest pay mining company, no life balance roster, too many non-experience people running the site (graduates etc)"
637,"Large multinational workplace, you are a number.",Heavy Equipment Mechanic,"Kitimat, BC","November 5, 2012","Workday starts with a Pre-shift meeting which may include safety items, I was tasked with repairing old equipment often requiring very frequent ""Emergency"" repairs. Management people under a lot of stress to ""just Make Do"" until smelter is rebuilt. Co-workers very hardworking and helpful and eager to accomplish assignments in as safe a fashion as possible. The hardest part of the job was doing the same ""emergency"" time and time again because too much of the machinery was far past its economic service life. The most enjoyable part of the day was the end of shift wrap up meetings.",great pay,too much overtime
638,ExtraprogramÃ¡ticas activities,QA Analyst mining system,"Santiago de Chile, RM","October 30, 2012","Very good, then they encourage union group sports activities, as well as activities where communities from remote villages who are near mining sites involved.",#VALUE!,#VALUE!
639,Safety is a key component,Health & Safety Advisor,"Boron, CA","October 25, 2012","Rio Tinto takes safety performance seriously. On our site, all are able to stop any job if a safety concern rises. The downside is there is a lot of paperwork to back it all up.",lots of opportunity to advance.,must be willing to relocate if you want to advance.
640,Great pay and benefits,Equipment Operator,"Gillette, WY","October 17, 2012","Shift work and long hours prevented time for family life. Shifts are long with many miles to and from work, and actual time at home while working was not even 8 hours.",#VALUE!,#VALUE!
641,good place to work,"diesel mechanic,ohand s officier,second in charge",jabiru in the northern territory,"October 9, 2012","very rewarding and good lifestyle, with a good youny crewwas second in charge with ta's apprentices to teach was also performing duties as safety officier for the crew and organize all the crews training ticketsunfortually had to move for personal reason",plenty of learning schools to participate in,good roster
642,trying to encourage the safety will lead to production mentoring,Safety Representative and Dump truck operator,Clermont,"October 3, 2012","Heavy involvement with safety, worked in with Supervisory staff and conducted ,pre start information sharing, safety meetings and facilitated a number of safety presentations",#VALUE!,#VALUE!
643,ExpA © rience rewarding,"recruitment, sourcing, benefits","MontrÃ © al, QC","September 20, 2012","very professional team, and flanking formatrice.Beaucoup fun at work with people of high quality and always available ©","© teriat café, fitness center mÃ © dical",#VALUE!
644,Productive & exciting,Procurement Superintendent,"South Jordan, UT","September 13, 2012","I Loved my job, there is really nothing else to say other than they are a great company, the only problem they have chosen to migrate to outsourcing which hurts the America workforce, but it is their choice & I had 30 wonderful years with them.",interaction with every aspect,no cons
645,"I expected that I would retire from this company. I never felt I needed to go anywhere else, I Loved my job and all the availability to everything the",Procurement superintendent,"Salt Lake City, UT","September 13, 2012","I obviously enjoyed my job, there were changes consistently I stayed 30 years and still would like to be there. Hardest part of the job was some of the overseas travel, for awhile it was quite extensive. Most enjoyable was my employees and the interaction with being able to train them to help further their career. I learned every aspect of purchasing and management, Safety protocol, and training in HR procedures.","bonuses, traveling, family interaction..etc.",there really were no cons
